Date,EndDate,Status,IPAddress,Progress,Durationinseconds,Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q_RecaptchaScore_A,Q_RelevantIDDuplicate,Q_RelevantIDDuplicateScore,Q_RelevantIDFraudScore,Q_RelevantIDLastStartDate,Consent,gender,gender_3_TEXT,age,raceethnicity,raceethnicity_7_TEXT,SM_use,SM_type_freq_1,SM_type_freq_2,SM_type_freq_3,SM_type_freq_4,SM_type_freq_5,SM_type_freq_6,SM_type_freq_7,SM_type_freq_8,SM_type_freq_9,education,employment,employment_3_TEXT,income,pol_scale_1,state,Timer1_FirstClick,Timer1_LastClick,Timer1_PageSubmit,Timer1_ClickCount,share_intent1,Credibility1_1,Credibility1_2,Credibility1_3,Credibility1_4,Newsworthiness1_1,Newsworthiness1_2,Newsworthiness1_3,Newsworthiness1_4,Trustworthy_C1_1_1,Honest_C2_1_1,Reliable_C3_1_1,newsworth_feed1_1,newsworth_feed1_2,newsworth_feed1_3,newsworth_feed1_4,newsworth_feed1_5,attn_1_1,Timer2_FirstClick,Timer2_LastClick,Timer2_PageSubmit,Timer2_ClickCount,share_intent2,Credibility2_1,Credibility2_2,Credibility2_3,Credibility2_4,Newsworthiness2_1,Newsworthiness2_2,Newsworthiness2_3,Newsworthiness2_4,Trustworthy_C1_2_1,Honest_C2_2_1,Reliable_C3_2_1,newsworth_feed2_1,newsworth_feed2_2,newsworth_feed2_3,newsworth_feed2_4,newsworth_feed2_5,attn_1_2,Timer3_FirstClick,Timer3_LastClick,Timer3_PageSubmit,Timer3_ClickCount,share_intent3,Credibility3_1,Credibility3_2,Credibility3_3,Credibility3_4,Newsworthiness3_1,Newsworthiness3_2,Newsworthiness3_3,Newsworthiness3_4,Trustworthy_C1_3_1,Honest_C2_3_1,Reliable_C3_3_1,newsworth_feed3_1,newsworth_feed3_2,newsworth_feed3_3,newsworth_feed3_4,newsworth_feed3_5,attn_1_3,Timer4_FirstClick,Timer4_LastClick,Timer4_PageSubmit,Timer4_ClickCount,share_intent4,Credibility4_1,Credibility4_2,Credibility4_3,Credibility4_4,Newsworthiness4_1,Newsworthiness4_2,Newsworthiness4_3,Newsworthiness4_4,Trustworthy_C1_4_1,Honest_C2_4_1,Reliable_C3_4_1,newsworth_feed4_1,newsworth_feed4_2,newsworth_feed4_3,newsworth_feed4_4,newsworth_feed4_5,attn_1_4,Timer5_FirstClick,Timer5_LastClick,Timer5_PageSubmit,Timer5_ClickCount,share_intent5,Credibility5_1,Credibility5_2,Credibility5_3,Credibility5_4,Newsworthiness5_1,Newsworthiness5_2,Newsworthiness5_3,Newsworthiness5_4,Trustworthy_C1_5_1,Honest_C2_5_1,Reliable_C3_5_1,newsworth_feed5_1,newsworth_feed5_2,newsworth_feed5_3,newsworth_feed5_4,newsworth_feed5_5,attn_1_5,Timer6_FirstClick,Timer6_LastClick,Timer6_PageSubmit,Timer6_ClickCount,share_intent6,Credibility6_1,Credibility6_2,Credibility6_3,Credibility6_4,Newsworthiness6_1,Newsworthiness6_2,Newsworthiness6_3,Newsworthiness6_4,Trustworthy_C1_6_1,Honest_C2_6_1,Reliable_C3_6_1,newsworth_feed6_1,newsworth_feed6_2,newsworth_feed6_3,newsworth_feed6_4,newsworth_feed6_5,attn_1_6,Timer7_FirstClick,Timer7_LastClick,Timer7_PageSubmit,Timer7_ClickCount,share_intent7,Credibility7_1,Credibility7_2,Credibility7_3,Credibility7_4,Newsworthiness7_1,Newsworthiness7_2,Newsworthiness7_3,Newsworthiness7_4,Trustworthy_C1_7_1,Honest_C2_7_1,Reliable_C3_7_1,newsworth_feed7_1,newsworth_feed7_2,newsworth_feed7_3,newsworth_feed7_4,newsworth_feed7_5,attn_1_7,Timer8_FirstClick,Timer8_LastClick,Timer8_PageSubmit,Timer8_ClickCount,share_intent8,Credibility8_1,Credibility8_2,Credibility8_3,Credibility8_4,Newsworthiness8_1,Newsworthiness8_2,Newsworthiness8_3,Newsworthiness8_4,Trustworthy_C1_8_1,Honest_C2_8_1,Reliable_C3_8_1,newsworth_feed8_1,newsworth_feed8_2,newsworth_feed8_3,newsworth_feed8_4,newsworth_feed8_5,attn_1_8,news_per_pre_self_1,news_per_pre_self_2,news_per_pre_self_3,news_per_pre_self_4,news_per_pre_self_5,news_per_pre_self_6,news_per_pre_self_7,news_per_pre_self_8,news_per_pre_self_9,news_per_pre_self_10,news_per_pre_self_11,news_per_pre_social_1,news_per_pre_social_2,news_per_pre_social_3,news_per_pre_social_4,news_per_pre_social_5,news_per_pre_social_6,news_per_pre_social_7,news_per_pre_social_8,news_per_pre_social_9,news_per_pre_social_10,news_per_pre_social_11,news_consump_sources_1,news_consump_sources_2,news_consump_sources_3,news_consump_sources_4,news_consump_sources_5,news_consump_sources_6,news_consump_sources_7,news_consump_sources_8,news_consump_sources_9,news_consump_sources_10,news_consump_sources_11,NewsSharing_SM,NewsCred_SMÂ ,GenTech_op,AI_acceptance,yiyan1_NFO_1,yiyan1_NFO_2,yiyan1_NFO_3,yiyan1_NFO_4,yiyan1_NFO_5,yiyan1_NFO_6,yiyan2_pub_int_1,yiyan2_pub_int_2,yiyan2_pub_int_3,yiyan2_pub_int_4,yiyan2_pub_int_5,yiyan2_pub_int_6,yiyan3_alg_know_1,yiyan3_alg_know_2,yiyan3_alg_know_3,yiyan3_alg_know_4,yiyan3_alg_know_5,yiyan3_alg_know_6,yiyan3_alg_know_7,yiyan3_alg_know_8,yiyan3_alg_know_9,yiyan3_alg_know_10,yiyan3_alg_know_11,yiyan4_aware,yiyan5_alg_aware_1_1,yiyan5_alg_aware_1_2,yiyan5_alg_aware_1_3,yiyan5_alg_aware_1_4,yiyan5_alg_aware_1_5,yiyan5_alg_aware_1_6,yiyan5_alg_aware_1_7,yiyan5_alg_aware_2_1,yiyan5_alg_aware_2_2,yiyan5_alg_aware_2_3,yiyan5_alg_aware_2_4,yiyan6_attitude,yiyan7_fami_program_1,yiyan7_fami_program_2,yiyan7_fami_program_3,yiyan7_fami_program_4,yiyan7_fami_program_5,yiyan7_fami_program_6,yiyan7_fami_program_7,con1_1,con1_2,con2_1,con2_2,con3_exp,con3_1,con3_2,con4_exp,con4_1,con4_2,con5_1,con5_2,con6_1,con6_2,personalization_awar,news_per_post_self_1,news_per_post_self_2,news_per_post_self_3,news_per_post_self_4,news_per_post_self_5,news_per_post_self_6,news_per_post_self_7,news_per_post_self_8,news_per_post_self_9,news_per_post_self_10,news_per_post_self_11,news_per_post_social_1,news_per_post_social_2,news_per_post_social_3,news_per_post_social_4,news_per_post_social_5,news_per_post_social_6,news_per_post_social_7,news_per_post_social_8,news_per_post_social_9,news_per_post_social_10,news_per_post_social_11,opp,qpmid,PS,SVID,transaction_id,Q_TotalDuration,Q_BallotBoxStuffing,Q_ReCaptchaScore,Q_CHL,gc,term,quotagroupage,att1_2,gx,pureSpectrumRedirectUrl,pureSpectrumSignatureValue,feed_type,Credibility1_all,Credibility2_all,Credibility3_all,Credibility4_all,Credibility5_all,Credibility6_all,Credibility7_all,Credibility8_all,feedtype,feed_valence,Credibility_Total,share_all,newsworth_1_all,newsworth_2_all,newsworth_3_all,newsworth_4_all,newsworth_5_all,newsworth_6_all,newsworth_7_all,newsworth_8_all,newsworth_all,feedtype_four,Credibility1,Credibility2,Credibility3,Credibility4,NW1,NW2,NW3,NW4,filter_$,cred1_avg,cred2_avg,cred3_avg,cred4_avg,cred5_avg,cred6_avg,cred7_avg,cred8_avg,nw1_avg,nw2_avg,nw3_avg,nw4_avg,nw5_avg,nw6_avg,nw7_avg,nw8_avg,credavg_all,nwavg_all
8/1/23 17:40,8/1/23 17:55,0,75.203.184.1,100,882,1,8/1/23 17:55,R_plQ5MuBXvMUO1SV, , , , ,39.7318,-104.9669,anonymous,EN,0.899999976, ,0,0, ,1,1, ,1991,1, ,4,2,2,5,1,1,5,6,1,1,6,6, ,2,2,6, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,62.323,62.323,64.931,1,5,2,2,3,2,2,1,1,5,5,5,5,2,3,2,2,4,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4,4,4,5,5,5,4,4,4,4,5,5,5,4,4,4,5,5,4,3,4,4,1,1,3,1,4,4,5,3,1,1,3,5,3,1,4,4,4,5,5,1,3,5,4,4,5,1,2,5,4,4,3,5,4,3,3,3,4,3,5,2,2,2,2,1,2,1,2,2,2,2,3,2,1,2,4,1,4,4, , , , , , , , , , , , , , ,4,4,5,4,5,5,5,4,3,4,5,5,5,5,4,4,4,5,5,5,3,5,4,Qual2303-0603SocialMediaFeedConsumption,47639,612,17883927,5gV70aBWI8QDLZ9UiClh1R,882, , ,anonymous,1, ,18-34, , ,https://api.spectrumsurveys.com/surveydone?st=21&transaction_id=5gV70aBWI8QDLZ9UiClh1R&ps_hash=9308cec79c480244f55a2193426c633ffbe3d0cb,9308cec79c480244f55a2193426c633ffbe3d0cb,ad, , , ,9, , , , ,4,1,9,5, , , ,9, , , , ,9,4,2,2,3,2,2,1,1,5,1, , , ,2.25, , , , , , , ,2.25, , , , ,2.25,2.25
8/1/23 17:51,8/1/23 18:02,0,216.66.29.134,100,669,1,8/1/23 18:02,R_2f9xezgIzQG2sUt, , , , ,30.6701,-81.4658,anonymous,EN,1, ,0,25, ,1,2, ,1966,1, ,2,5,5,6,1,5,1,5,1,4,6,6, ,5,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,6.437,26.907,27.88,4,3,4,3,4,4,4,4,4,2,1,2,2,4,4,4,1,5,2,5,5,4,4,4,4,5,4,3,4,5,5,4,5,5,5,5,5,4,4,4,5,1,3,3,1,3,2,3,3,3,3,3,4,4,1,2,4,4,3,4,4,4,4,4,4,4,2,2,3,5,4,4,4,4,3,3,4,5,3,4,2,2,2,2,2,2,2,2,2,2,2,3,4,2,3,3,2,2,4, , , , , , , , , , , , , , ,3,4,4,4,5,4,4,4,4,3,4,4,5,4,5,5,4,4,5,5,4,5,5,Qual2303-0603SocialMediaFeedConsumption,47639,612,17883927,4OFsrmmtacYoX7v06jXjDo,669, , ,anonymous,1, ,55+, , ,https://api.spectrumsurveys.com/surveydone?st=21&transaction_id=4OFsrmmtacYoX7v06jXjDo&ps_hash=08f0be301612d79ff5a9062150b3949e83ecc683,08f0be301612d79ff5a9062150b3949e83ecc683,nad, , , , , , , ,15,8,2,15,3, , , , , , , ,14,14,4,4,3,4,4,4,4,4,2,1, , , , , , , ,3.75, , , , , , , ,3.5,3.75,3.5
8/1/23 18:00,8/1/23 18:18,0,76.232.176.106,100,1103,1,8/1/23 18:18,R_2Sqy0bkzaJFTYi6, , , , ,37.5855,-120.9453,anonymous,EN,1, ,0,0, ,1,2, ,1983,3, ,2,5,6,6,2,2,1,4,1,2,5,1, ,4,8,5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,8.523,84.445,85.468,17,2,2,2,2,2,2,2,1,1,3,4,4,2,3,2,2,3,2,3,5,4,4,3,4,5,3,4,3,1,5,3,4,4,4,4,5,4,3,5,2,1,2,2,2,4,4,4,3,3,4,3,4,4,4,4,4,3,4,3,2,4,4,4, ,4,1,2,4,4,4,5,5,4,3,5,4,5,5,5,2,2,1,2,2,2,2,1,1,1,1,2,5,3,3,5,1,3,3, , , , , , , , , , , , , , ,2,4,4,3,5,4,4,4,5,4,4,2,5,4,3,5,4,4,4,5,3,4,2,Qual2303-0603SocialMediaFeedConsumption,47639,612,17883927,6rfZ5FODvYkj1EvFpmAihP,1103, , ,anonymous,1, ,35-54, , ,https://api.spectrumsurveys.com/surveydone?st=21&transaction_id=6rfZ5FODvYkj1EvFpmAihP&ps_hash=97398325b211e318e742fb67e3034d083623f8d1,97398325b211e318e742fb67e3034d083623f8d1,nad, , , , , , , ,8,8,2,8,2, , , , , , , ,6,6,4,2,2,2,2,2,2,1,1,1, , , , , , , ,2, , , , , , , ,1.5,2,1.5
8/1/23 18:11,8/1/23 18:21,0,75.27.237.143,100,564,1,8/1/23 18:21,R_1qakROmueIIslV4, , , , ,33.7485,-84.3871,anonymous,EN,0.899999976, ,0,0, ,1,1, ,1999,1, ,2,4,5,2,2,6,4,6,2,2,3,1, ,5,9,11, , , , , , , , , , , , , , , , , , , , , , ,11.256,20.266,21.674,5,4,4,4,4,3,2,2,2,1,2,2,1,2,4,3,1,3,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4,5,4,4,3,5,4,2,5,3,3,5,5,3,3,4,5,5,4,5,5,4,2,3,2,2,3,2,2,5,5,4,2,2,2,1,3,3,2,2,3,2,2,4,4,4,3,2,2,4,4,4,4,4,4,4,3,4,4,3,4,1,1,2,2,2,2,2,2,2,2,2,4,4,5,4,2,4,2,2, , , , , , , , , , , , , , ,3,5,5,4,4,3,5,4,2,5,5,5,5,3,5,5,5,4,5,4,5,4,5,Qual2303-0603SocialMediaFeedConsumption,47639,612,17883927,1hZgTChgwWDiiPF4cwy7iz,564, , ,anonymous,1, ,18-34, , ,https://api.spectrumsurveys.com/surveydone?st=21&transaction_id=1hZgTChgwWDiiPF4cwy7iz&ps_hash=d4a8f7a12b5782813deb9abd5d8d53bd12e304e6,d4a8f7a12b5782813deb9abd5d8d53bd12e304e6,memes, ,15, , , , , , ,2,1,15,4, ,7, , , , , , ,7,2,4,4,4,3,2,2,2,1,1, ,3.75, , , , , , , ,1.75, , , , , , ,3.75,1.75
8/1/23 18:13,8/1/23 18:21,0,68.83.64.252,100,447,1,8/1/23 18:21,R_2Uhdp6blvq3oB4P, , , , ,40.6105,-74.2813,anonymous,EN,0.899999976, ,0,0, ,1,1, ,1988,2, ,2,4,5,6,5,5,4,6,1,2,2,2, ,1,8,31,0.9,29.627,31.892,27,2,2,3,2,2,2,2,3,1,8,5,6,2,1,3,1,3,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4,5,4,3,3,5,3,4,4,4,4,4,3,3,4,3,4,5,4,5,4,4,3,4,3,2,3,4,3,4,3,4,3,3,2,3,2,4,3,3,4,4,4,4,5,4,3,4,2,4,4,4,4,4,5,5,4,4,5,5,3,2,2,1,2,2,2,2,2,2,1,1,4,3,4,3,4,4,4,3, , , , , , , , , , , , , , ,3,4,5,4,4,3,5,5,3,4,4,3,4,3,4,4,5,5,4,3,5,4,3,Qual2303-0603SocialMediaFeedConsumption,47639,612,17883927,4eGzNFrUcYZGrsM9FuFH2g,447, , ,anonymous,1, ,35-54, , ,https://api.spectrumsurveys.com/surveydone?st=21&transaction_id=4eGzNFrUcYZGrsM9FuFH2g&ps_hash=150185c028218903eaf660405385f37252b758d3,150185c028218903eaf660405385f37252b758d3,news,9, , , , , , , ,1,1,9,2,8, , , , , , , ,8,1,2,3,2,2,2,2,3, ,1,2.25, , , , , , , ,2, , , , , , , ,2.25,2
8/1/23 18:06,8/1/23 18:25,0,71.214.189.244,100,1153,1,8/1/23 18:25,R_3oT5kVH84EMa3G5, , , , ,28.5531,-81.7597,anonymous,EN,1, ,0,0, ,1,2, ,1974,1, ,2,4,4,5,1,4,1,5,1,1,2,1, ,3,5,10, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5.558,62.67,64.659,11,4,5,5,5,5,5,5,1,1,0,0,0,5,5,1,1,4,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3,5,4,5,1,4,4,4,4,3,1,2,2,1,2,5,2,2,4,5,3,5,1,3,3,1,3,1,3,4,3,3,3,2,2,2,4,2,1,2,3,1,1,1,1,1,2,4,2,5,4,4,5,4,4,3,3,4,4,3,4,2,2,2,2,2,2,2,2,2,2,2,1,5,3,1,5,3,5,5, , , , , , , , , , , , , , ,3,4,4,5,4,1,5,4,3,4,1,1,4,5,2,3,3,3,5,4,5,3,3,Qual2303-0603SocialMediaFeedConsumption,47639,612,17883927,4NXsDhCzno9EkrtSOvMRVF,1153, , ,anonymous,1, ,35-54, , ,https://api.spectrumsurveys.com/surveydone?st=21&transaction_id=4NXsDhCzno9EkrtSOvMRVF&ps_hash=d6fc176b8d1735775f63f9f822d7b5057f0000a8,d6fc176b8d1735775f63f9f822d7b5057f0000a8,nmemes, , , , , ,20, , ,6,2,20,4, , , , , ,12, , ,12,2,5,5,5,5,5,5,1,1,1, , , , , ,5, , , , , , , ,3, , ,5,3
8/1/23 18:07,8/1/23 18:33,0,172.59.32.93,100,1593,1,8/1/23 18:33,R_3MFqF6uJOZ855NO, , , , ,39.9046,-82.9703,anonymous,EN,0.899999976, ,0,0, ,1,2, ,1976,1, ,2,2,2,5,2,1,1,5,1,1,5,1, ,5,5,36, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0,93.974,0,2,3,3,3,3,3,2,1,4,5,4,4,4,4,3,4,5,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4,4,4,4,3,4,3,3,4,3,4,4,4,3,3,3,5,4,3,4,3,4,1,4,4,2,4,3,3,2,2,2,3,3,2,3,3,4,2,3,2,1,3,4,3,3,2,2,2,3,4,5,5,5,3,3,4,4,5,3,4,2,1,2,2,1,1,2,1,2,1,2,3,3,2,3,4,1,2,2, , , , , , , , , , , , , , ,3,4,5,5,4,4,5,4,3,4,3,5,4,5,3,3,3,5,3,3,4,3,4,Qual2303-0603SocialMediaFeedConsumption,47639,612,17883927,4JGCSgsyIBfWEjXWzpOTsY,1593, , ,anonymous,1, ,35-54, , ,https://api.spectrumsurveys.com/surveydone?st=21&transaction_id=4JGCSgsyIBfWEjXWzpOTsY&ps_hash=6f5a19ed65d3f0124ff643290afd883996c99814,6f5a19ed65d3f0124ff643290afd883996c99814,act, , ,12, , , , , ,3,1,12,2, , ,10, , , , , ,10,3,3,3,3,3,3,2,1,5,1, , ,3, , , , , , , ,2.5, , , , , ,3,2.5
8/1/23 18:11,8/1/23 18:34,0,107.147.51.17,100,1401,1,8/1/23 18:34,R_1kGHkNxWLtTXnLs, , , , ,40.5743,-85.6741,anonymous,EN,1, ,0,0, ,1,2, ,1963,1, ,2,6,4,6,1,1,1,6,1,1,4,7, ,1,1,15, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,19.086,303.516,307.224,12,5,4,4,5,3,5,3,3,1,0,1,0,5,5,3,2,1,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4,3,5,3,5,5,4,4,3,4,5,4,5,5,4,5,5,5,5,4,5,5,3,5,4,2,3,3,1,4,1,3,3,5,2,4,3,5,5,5,4,4,4,5,5,5,3,1,2,5,4,5,5,3,3,3,5,4,5,3,3,2,2,2,2,2,1,2,1,2,2,1,3,4,4,3,3,2,3,4, , , , , , , , , , , , , , ,1,5,3,5,3,5,4,3,5,3,5,5,5,5,5,4,5,5,5,5,4,5,5,Qual2303-0603SocialMediaFeedConsumption,47639,612,17883927,2GXFOnD0SJxD1wPTn02oP7,1401, , ,anonymous,1, ,55+, , ,https://api.spectrumsurveys.com/surveydone?st=21&transaction_id=2GXFOnD0SJxD1wPTn02oP7&ps_hash=83c1722d604889cfa746534d611fdfd3a8ee95d4,83c1722d604889cfa746534d611fdfd3a8ee95d4,nmemes, , , , , ,16, , ,6,2,16,5, , , , , ,12, , ,12,2,4,4,5,3,5,3,3,1,1, , , , , ,4, , , , , , , ,3, , ,4,3
8/1/23 18:32,8/1/23 18:43,0,76.77.226.173,100,661,1,8/1/23 18:43,R_30dZfMf068bQLvn, , , , ,38.9434,-89.8572,anonymous,EN,1, ,0,0, ,1,2, ,1948,1, ,4,2,2,4,1,1,1,4,1,1,5,4, ,2,9,14, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0,49.784,0,3,2,2,2,2,2,2,2,2,5,4,4,2,3,2,2,2,2,5,5,3,5,5,5,5,5,4,4,1,4,5,1,5,3,5,5,4,4,3,1,3,3,4,3,2,2,2,2,2,2,2,5,4,2,3,2,2,3,2,2,2,3,3,3,2,2,2,5,4,5,5,4,4,5,4,5,4,5,4,2,2,2,2,2,2,1,1,2,1,2,3,2,2,2,2,1,2,2, , , , , , , , , , , , , , ,2,4,4,2,4,4,4,4,5,3,4,2,3,4,3,3,4,4,3,4,3,4,3,Qual2303-0603SocialMediaFeedConsumption,47639,612,17883927,4cGYQXFxE1kbuCOSfLLbJj,661, , ,anonymous,1, ,55+, , ,https://api.spectrumsurveys.com/surveydone?st=21&transaction_id=4cGYQXFxE1kbuCOSfLLbJj&ps_hash=00867c9743f6c6249e1d95948f15a3f96c36b7e0,00867c9743f6c6249e1d95948f15a3f96c36b7e0,nad, , , , , , , ,8,8,2,8,3, , , , , , , ,8,8,4,2,2,2,2,2,2,2,2,1, , , , , , , ,2, , , , , , , ,2,2,2
8/1/23 18:33,8/1/23 18:43,0,67.249.102.122,100,583,1,8/1/23 18:43,R_3eqneg0THM81g7O, , , , ,43.0745,-76.1466,anonymous,EN,1, ,0,0, ,1,2, ,1968,1, ,2,1,1,6,1,4,1,1,1,1,2,7, ,1,5,33, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3.727,13.04,22.545,3,5,3,3,3,3,2,3,3,2,5,5,5,3,3,3,3,3,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5,3,3,3,2,5,3,3,2,2,3,4,4,3,3,3,4,4,3,3,3,3,1,1,1,1,1,3,1,3,1,1,1,3,2,2,2,3,3,3,3,3,2,2,2,2,2,3,2,5,5,5,5,5, ,5,5,5,5,5,3,1,1,1,1,1,1,1,1,1,1,1,3,3,3,3,3,3,3,3, , , , , , , , , , , , , , ,3,4,4,4,3,3,5,4,3,2,2,3,4,4,4,4,4,4,4,4,4,4,4,Qual2303-0603SocialMediaFeedConsumption,47639,612,17883927,44xjXq3lVNiqBraWXkmqzD,583, , ,anonymous,1, ,55+, , ,https://api.spectrumsurveys.com/surveydone?st=21&transaction_id=44xjXq3lVNiqBraWXkmqzD&ps_hash=e71ccd9304688a57eb44a50d434ddc73b841c6ce,e71ccd9304688a57eb44a50d434ddc73b841c6ce,ad, , , ,12, , , , ,4,1,12,5, , , ,10, , , , ,10,4,3,3,3,3,2,3,3,2,1, , , ,3, , , , , , , ,2.5, , , , ,3,2.5
